公司代码,公司名,现金占比评分,经营能力评分,获利能力评分,财务结构评分,偿债能力评分
000898,鞍钢股份,1.8623046875,1.8623046875,0.93115234375,9.84375,3.0078125
000899,赣能股份,3.705078125,3.705078125,6.234375,8.75,3.66796875
000900,现代投资,7.27734375,7.27734375,5.94921875,10.0,5.12890625
000901,航天科技,7.3828125,7.83984375,3.490234375,10.0,9.7578125
000902,新洋丰,8.0,10.0,4.15234375,8.8671875,6.06640625
000903,云内动力,7.3515625,7.3515625,3.671875,10.0,9.125
000905,厦门港务,7.08984375,10.0,3.0703125,10.0,6.5234375
000906,浙商中拓,8.765625,8.6953125,1.0244140625,6.0,5.30078125
000908,景峰医药,6.56640625,6.92578125,5.9375,8.109375,7.40625
000909,数源科技,5.2734375,5.2734375,1.541015625,6.0,5.26171875
000910,大亚圣象,8.40625,9.328125,5.5390625,10.0,5.51171875
000911,南宁糖业,7.45703125,7.45703125,-2.345703125,5.0,5.91796875
000912,ST天化,4.25,4.25,-18.265625,3.12109375,1.671875
000913,钱江摩托,6.3046875,6.3046875,-0.0068359375,10.0,8.328125
000915,山大华特,8.1875,8.1875,7.515625,9.3984375,9.1015625
000917,电广传媒,8.5625,8.5625,4.36328125,10.0,6.234375
000918,嘉凯城,2.609375,2.609375,-7.0859375,5.0,3.583984375
000919,金陵药业,7.890625,7.890625,5.34375,9.4765625,9.7734375
000920,南方汇通,8.671875,9.46875,5.5859375,10.0,5.91015625
000921,海信科龙,4.8203125,10.0,4.9609375,7.0,4.8984375
000922,ST佳电,4.2421875,4.2421875,-8.0390625,10.0,9.5078125
000923,河北宣工,6.2578125,6.2578125,-2.87109375,8.0,4.69140625
000925,众合科技,7.22265625,7.22265625,-1.580078125,7.0,5.27734375
000926,福星股份,5.6953125,5.6953125,6.27734375,6.0,6.18359375
000927,一汽夏利,4.90625,4.90625,-32.28125,5.9921875,2.75
000928,中钢国际,6.03515625,5.83203125,-1.4716796875,6.703125,5.9765625
000929,兰州黄河,9.4296875,9.4296875,4.046875,9.8125,9.7734375
000930,中粮生化,6.16015625,10.0,-3.013671875,8.703125,2.740234375
000931,中 关 村,1.0673828125,1.0673828125,2.271484375,8.0,5.234375
000932,ST华菱,4.41796875,5.703125,-1.267578125,2.30078125,2.365234375
000933,神火股份,7.375,7.375,-1.7841796875,3.455078125,2.2421875
