公司代码,公司名,现金占比评分,经营能力评分,获利能力评分,财务结构评分,偿债能力评分
300207,欣旺达,7.6171875,9.0234375,4.359375,8.0,6.66796875
300208,恒顺众昇,4.4765625,4.4765625,6.328125,10.0,8.359375
300209,天泽信息,7.26171875,7.26171875,3.9453125,7.38671875,9.796875
300210,森远股份,6.99609375,6.99609375,6.3046875,10.0,8.546875
300211,亿通科技,7.4765625,7.4765625,3.8671875,8.03125,10.0
300212,易华录,5.21484375,5.21484375,6.1796875,10.0,5.37109375
300213,佳讯飞鸿,7.42578125,7.42578125,5.66015625,10.0,9.2734375
300214,日科化学,5.53515625,8.15625,4.13671875,7.25390625,10.0
300215,电科院,8.4453125,8.4453125,5.70703125,9.1953125,3.490234375
300216,千山药机,7.1484375,7.1484375,5.8984375,9.0,8.1328125
300217,东方电热,4.3515625,4.3515625,5.04296875,9.796875,9.6171875
300218,安利股份,8.203125,8.203125,3.228515625,10.0,5.453125
300219,鸿利智汇,7.85546875,7.85546875,5.484375,9.9140625,8.4453125
300220,金运激光,7.44140625,7.44140625,-2.1953125,10.0,9.65625
300221,银禧科技,4.1328125,4.4609375,3.669921875,10.0,9.1171875
300222,科大智能,5.2734375,5.2734375,5.72265625,9.7421875,9.4453125
300223,北京君正,7.640625,7.640625,-0.5595703125,5.47265625,10.0
300224,正海磁材,6.37890625,6.37890625,4.98828125,9.8203125,9.8515625
300225,金力泰,7.43359375,7.43359375,5.6015625,9.46875,9.875
300226,上海钢联,6.484375,8.734375,-0.89013671875,7.0,4.2421875
300227,光韵达,3.61328125,3.61328125,5.54296875,10.0,7.546875
300228,富瑞特装,7.23046875,7.23046875,-0.91796875,10.0,5.87109375
300229,拓尔思,7.52734375,7.52734375,6.234375,7.76953125,9.90625
300230,永利股份,7.55859375,7.55859375,6.3671875,9.3046875,9.1875
300231,银信科技,7.328125,8.1953125,6.546875,9.78125,9.6015625
300232,洲明科技,7.66015625,7.66015625,5.98828125,10.0,7.27734375
300233,金城医药,7.74609375,7.74609375,6.453125,9.7890625,9.0546875
300234,开尔新材,6.38671875,6.38671875,4.9140625,9.2890625,9.921875
300235,方直科技,7.73046875,7.73046875,5.7265625,6.0546875,10.0
300236,上海新阳,6.1953125,6.1953125,6.0390625,8.375,9.71875
300237,美晨生态,6.3125,6.3125,6.4375,10.0,6.9140625
300238,冠昊生物,7.80859375,7.80859375,6.0703125,8.5,9.546875
300239,东宝生物,5.546875,5.546875,3.8515625,8.921875,8.734375
300240,飞力达,7.83984375,10.0,3.197265625,9.890625,9.0703125
300241,瑞丰光电,5.6875,5.6875,4.01953125,10.0,7.3125
300242,明家联合,5.68359375,6.09765625,-0.149169921875,9.0703125,8.96875
300243,瑞丰高材,4.52734375,6.58984375,4.13671875,10.0,7.25390625
300244,迪安诊断,7.6015625,8.7734375,6.90625,10.0,7.83203125
300245,天玑科技,7.51171875,7.51171875,5.9296875,7.98046875,9.8046875
300246,宝莱特,7.83203125,7.83203125,5.9921875,9.1875,9.4765625
300247,乐金健康,7.3203125,7.3203125,4.98046875,8.5703125,9.3203125
300248,新开普,7.4296875,7.4296875,5.6171875,9.0859375,8.8046875
300249,依米康,6.1796875,6.1796875,4.1171875,10.0,8.8359375
300250,初灵信息,7.59375,7.59375,6.15234375,7.21484375,10.0
300251,光线传媒,7.59765625,7.59765625,6.81640625,9.0546875,9.421875
300252,金信诺,7.16015625,7.16015625,5.33203125,10.0,7.390625
300253,卫宁健康,7.3046875,7.3046875,6.7734375,9.6015625,8.9765625
300254,仟源医药,5.9609375,5.9609375,4.63671875,10.0,8.3984375
300255,常山药业,6.4765625,6.4765625,6.26171875,9.875,8.96875
300256,星星科技,3.18359375,3.18359375,-4.015625,10.0,5.21484375
300257,开山股份,7.43359375,7.43359375,5.5703125,9.34375,9.609375
300258,精锻科技,2.404296875,2.404296875,6.81640625,9.78125,7.33203125
300259,新天科技,7.7734375,7.7734375,6.44140625,7.96484375,10.0
300260,新莱应材,4.15625,4.15625,2.908203125,10.0,7.703125
300261,雅本化学,4.0546875,4.0546875,5.11328125,9.9921875,6.0703125
300262,巴安水务,4.62890625,4.62890625,6.23828125,10.0,7.6328125
300263,隆华节能,6.34375,6.34375,5.171875,10.0,9.1640625
300264,佳创视讯,7.19921875,7.19921875,-2.1484375,7.60546875,9.703125
300265,通光线缆,6.359375,6.359375,4.73046875,10.0,8.3828125
300266,兴源环境,6.36328125,6.36328125,5.67578125,9.96875,7.8828125
300267,尔康制药,8.28125,8.28125,6.96875,7.26953125,10.0
300268,佳沃股份,7.05859375,7.05859375,-224.0,9.3828125,6.80859375
300269,联建光电,6.7265625,6.7265625,5.08984375,9.7109375,7.24609375
300270,中威电子,7.0859375,7.0859375,5.21875,9.0703125,9.4765625
300271,华宇软件,7.84375,7.84375,6.73046875,9.90625,9.0
300272,开能环保,3.654296875,3.654296875,5.6015625,8.7890625,7.7578125
300273,和佳股份,6.2109375,6.2109375,6.09765625,10.0,9.7734375
300274,阳光电源,7.3203125,7.3203125,6.0234375,10.0,9.296875
300275,梅安森,6.0,6.0,-10.6328125,8.8359375,9.15625
300276,三丰智能,4.8671875,4.8671875,4.703125,10.0,8.53125
300277,海联讯,7.40234375,7.40234375,0.413818359375,10.0,9.6796875
300278,华昌达,6.14453125,6.14453125,4.53125,10.0,7.0546875
300279,和晶科技,5.3515625,5.3515625,3.935546875,10.0,6.4921875
300280,南通锻压,6.60546875,6.60546875,2.1640625,9.1953125,8.1953125
300281,金明精机,7.2421875,7.2421875,5.8203125,9.890625,9.6015625
300282,汇冠股份,7.453125,7.453125,1.09375,8.828125,8.46875
300283,温州宏丰,5.17578125,5.17578125,1.982421875,9.875,6.98828125
300284,苏交科,7.28515625,7.28515625,6.6796875,10.0,7.9609375
300285,国瓷材料,7.38671875,7.38671875,6.62890625,8.8515625,9.7109375
300286,安科瑞,7.9453125,7.9453125,6.8046875,8.8125,9.9765625
300287,飞利信,6.06640625,6.06640625,6.17578125,9.515625,8.4140625
300288,朗玛信息,7.79296875,7.79296875,6.12890625,7.92578125,9.203125
300289,利德曼,6.33203125,6.33203125,6.640625,9.5,9.5625
300290,荣科科技,7.0703125,7.0703125,5.640625,9.4765625,9.640625
300291,华录百纳,4.91015625,4.91015625,5.88671875,7.26171875,10.0
300292,吴通控股,6.71484375,6.71484375,4.96875,9.71875,9.09375
300293,蓝英装备,7.203125,7.203125,2.921875,10.0,6.56640625
300294,博雅生物,7.7578125,7.7578125,7.2421875,7.984375,9.8125
300295,三六五网,8.359375,8.359375,6.8515625,7.98828125,10.0
300296,利亚德,7.26953125,7.26953125,6.796875,10.0,8.8984375
300297,蓝盾股份,7.2578125,7.2578125,5.546875,10.0,8.984375
300298,三诺生物,8.21875,8.21875,6.984375,7.19140625,10.0
300299,富春股份,6.375,6.375,0.1656494140625,9.140625,8.171875
300300,汉鼎宇佑,7.0390625,7.0390625,5.2421875,10.0,9.0625
300301,长方集团,5.58984375,5.58984375,3.6796875,9.8984375,5.171875
300302,同有科技,7.4296875,7.4296875,6.078125,8.4453125,9.8125
300303,聚飞光电,7.5,7.5,5.59375,9.9375,9.296875
300304,云意电气,7.421875,7.421875,6.4375,7.92578125,10.0
300305,裕兴股份,7.65625,7.65625,5.3515625,6.078125,10.0
300306,远方信息,8.828125,8.828125,6.59375,6.9296875,9.8359375
300307,慈星股份,5.39453125,5.39453125,-2.443359375,7.88671875,10.0
300308,中际旭创,7.296875,7.296875,3.763671875,8.734375,9.2578125
300309,吉艾科技,4.703125,4.703125,-23.296875,8.7421875,8.0703125
300310,宜通世纪,7.41015625,7.91015625,4.90234375,9.7734375,9.3671875
300311,任子行,7.71875,7.71875,5.16015625,9.953125,9.015625
300312,邦讯技术,4.73046875,4.73046875,-7.39453125,10.0,9.5078125
300313,天山生物,6.3515625,6.3515625,-8.046875,9.9921875,6.1875
300314,戴维医疗,9.2890625,9.2890625,6.23046875,6.68359375,10.0
300315,掌趣科技,8.0234375,8.0234375,6.39453125,8.625,8.578125
300316,晶盛机电,7.1953125,7.1953125,5.98828125,7.93359375,9.703125
300317,珈伟股份,6.3125,6.3125,4.51953125,10.0,8.15625
300318,博晖创新,4.02734375,4.02734375,5.62109375,8.625,5.93359375
300319,麦捷科技,6.70703125,6.70703125,1.064453125,9.7109375,8.75
300320,海达股份,4.3046875,4.3046875,6.140625,9.734375,9.1953125
300321,同大股份,8.1015625,8.1015625,4.7109375,9.0625,9.6171875
300322,硕贝德,5.18359375,5.18359375,0.5478515625,9.0,6.63671875
300323,华灿光电,1.7744140625,1.7744140625,-0.986328125,10.0,6.57421875
300324,旋极信息,7.578125,7.578125,6.17578125,9.625,9.046875
300325,德威新材,7.10546875,7.10546875,3.4921875,10.0,8.328125
300326,凯利泰,7.5390625,7.5390625,6.6875,8.875,9.8515625
300327,中颖电子,7.93359375,7.93359375,5.9609375,7.73046875,10.0
300328,宜安科技,7.5859375,7.5859375,5.0625,9.84375,9.3203125
300329,海伦钢琴,7.51953125,7.51953125,5.16796875,8.28125,10.0
300330,华虹计通,6.93359375,6.93359375,-2.140625,9.9140625,9.875
300331,苏大维格,7.22265625,7.22265625,3.109375,9.703125,9.4375
300332,天壕环境,3.07421875,3.07421875,5.328125,9.90625,4.359375
300333,兆日科技,9.203125,9.203125,6.203125,5.796875,10.0
300334,津膜科技,7.01953125,7.01953125,3.083984375,9.96875,9.0546875
300335,迪森股份,7.56640625,7.56640625,5.9765625,8.90625,8.0625
300336,新文化,7.21484375,7.21484375,6.82421875,9.796875,10.1015625
300337,银邦股份,3.44140625,3.44140625,-0.52978515625,10.0,6.78515625
300338,开元股份,7.3671875,7.3671875,4.5,8.53125,9.4921875
300339,润和软件,6.33203125,6.33203125,6.32421875,10.0,8.953125
300340,科恒股份,7.109375,7.109375,-3.48046875,8.703125,8.578125
300341,麦迪电气,7.83203125,7.83203125,6.23046875,7.46484375,10.0
300342,天银机电,7.4453125,7.4453125,6.97265625,8.140625,9.9296875
300343,联创互联,3.15234375,4.66796875,4.6015625,9.8125,8.109375
300344,太空板业,3.12109375,3.12109375,-8.6171875,9.84375,6.4921875
300345,红宇新材,6.16015625,6.16015625,-1.337890625,9.546875,9.65625
300346,南大光电,3.609375,3.609375,5.53515625,6.29296875,10.0
300347,泰格医药,7.6171875,7.6171875,6.86328125,9.03125,9.0390625
300348,长亮科技,7.16015625,7.16015625,6.06640625,9.1875,10.0
300349,金卡智能,7.5703125,7.5703125,6.7734375,9.1640625,9.7890625
300350,华鹏飞,4.32421875,4.32421875,3.880859375,9.7421875,8.421875
300351,永贵电器,6.30859375,6.30859375,6.51953125,7.48046875,10.0
300352,北信源,6.97265625,6.97265625,5.99609375,7.06640625,10.0
300353,东土科技,7.421875,7.421875,5.75390625,8.5625,9.4921875
300354,东华测试,7.40234375,7.40234375,3.99609375,6.60546875,10.0
300355,蒙草生态,7.05859375,7.05859375,6.546875,10.0,9.0546875
300356,光一科技,7.17578125,7.17578125,-6.33984375,10.0,8.8046875
300357,我武生物,5.89453125,5.89453125,4.33203125,3.55859375,6.0
300358,楚天科技,3.373046875,3.373046875,3.77734375,6.0,4.16015625
300359,全通教育,5.6171875,5.6171875,3.72265625,4.546875,5.609375
300360,炬华科技,5.765625,5.765625,4.265625,6.0,5.7109375
300362,天翔环境,4.2734375,4.2734375,3.484375,6.0,4.875
300363,博腾股份,4.50390625,4.50390625,3.765625,6.0,2.630859375
300364,中文在线,3.41015625,3.41015625,0.89306640625,2.0,1.6484375
300365,恒华科技,5.51171875,5.51171875,4.078125,4.703125,6.0
300366,创意信息,4.48828125,4.48828125,3.759765625,5.859375,5.703125
300367,东方网力,5.46875,5.46875,4.0390625,6.0,5.8984375
300368,汇金股份,5.55078125,5.55078125,3.50390625,5.73828125,5.53125
300369,绿盟科技,5.52734375,5.52734375,3.8515625,5.65625,5.84765625
300370,安控科技,4.49609375,4.49609375,3.640625,6.0,4.81640625
300371,汇中股份,5.765625,5.765625,3.955078125,4.0078125,6.0
300373,扬杰科技,3.869140625,3.869140625,3.884765625,5.48828125,5.6796875
300374,恒通科技,3.37890625,3.37890625,1.107421875,2.0,1.791015625
300375,鹏翎股份,5.65625,5.65625,3.9375,5.43359375,6.0
300376,易事特,5.62890625,5.83203125,3.529296875,6.0,4.796875
300377,赢时胜,5.64453125,5.64453125,3.78125,3.8515625,6.0
300378,鼎捷软件,5.55078125,5.55078125,2.169921875,5.890625,5.34375
300379,东方通,5.578125,5.578125,3.875,4.5234375,5.96875
300380,安硕信息,5.578125,5.578125,1.626953125,5.19921875,5.91015625
300381,溢多利,3.51953125,3.51953125,3.607421875,6.0,4.4765625
300382,斯莱克,5.6015625,5.6015625,4.22265625,5.203125,6.0
300383,光环新网,4.65625,4.65625,3.77734375,5.765625,5.04296875
300384,三联虹普,5.6328125,5.6328125,4.17578125,6.0,5.9296875
300385,雪浪环境,4.57421875,4.57421875,3.8671875,6.0,4.4609375
300386,飞天诚信,6.1640625,6.1640625,3.861328125,4.5546875,6.0
300387,富邦股份,5.546875,5.546875,3.87109375,5.33203125,5.46875
300388,国祯环保,3.5546875,3.5546875,3.2578125,5.0,2.740234375
300389,艾比森,5.66015625,5.66015625,4.0078125,6.0,5.328125
300390,天华超净,5.58203125,5.58203125,2.974609375,5.17578125,5.71875
300391,康跃科技,5.43359375,5.43359375,1.56640625,6.0,4.171875
300392,腾信股份,5.42578125,5.73046875,-1.26171875,5.8203125,5.61328125
300393,中来股份,5.4453125,5.4453125,4.1796875,5.0,5.57421875
300394,天孚通信,3.47265625,3.47265625,1.404296875,1.1708984375,2.0
300395,菲利华,5.6796875,5.6796875,4.07421875,5.1015625,6.0
300396,迪瑞医疗,5.79296875,5.79296875,4.03515625,5.484375,5.765625
300397,天和防务,5.3515625,5.3515625,-14.09375,5.484375,5.84375
300398,飞凯材料,5.6171875,5.6171875,4.0625,5.91015625,5.55078125
300399,京天利,6.0625,6.0625,3.59765625,3.72265625,6.0
300400,劲拓股份,5.640625,5.640625,3.59765625,5.5859375,6.0
300401,花园生物,2.830078125,2.830078125,3.197265625,4.1953125,6.0
300402,宝色股份,4.3515625,4.3515625,-4.890625,6.0,4.09765625
300403,地尔汉宇,5.76171875,5.76171875,4.23046875,4.10546875,6.0
300404,博济医药,3.40234375,3.40234375,1.134765625,1.671875,2.0
300405,科隆股份,5.4453125,5.4453125,0.7568359375,6.0,5.2578125
300406,九强生物,5.80859375,5.80859375,4.46484375,3.720703125,6.0
300407,凯发电气,5.44140625,5.44140625,3.681640625,6.0,5.5703125
300408,三环集团,3.734375,3.734375,4.4375,4.6015625,6.0
300409,道氏技术,5.453125,5.453125,3.814453125,6.0,5.484375
300410,正业科技,4.53515625,4.53515625,3.55078125,5.91796875,5.54296875
300411,金盾股份,3.505859375,3.505859375,3.5625,6.0,5.4765625
300412,迦南科技,5.56640625,5.56640625,3.884765625,5.83203125,5.8828125
300413,快乐购,3.39453125,3.39453125,0.7294921875,2.0,1.962890625
300414,中光防雷,3.447265625,3.447265625,1.2197265625,1.6123046875,2.0
300415,伊之密,3.40234375,3.40234375,0.9169921875,2.0,1.2294921875
300416,苏试试验,3.40234375,3.40234375,1.255859375,1.927734375,1.9423828125
300417,南华仪器,3.44140625,3.44140625,1.251953125,1.337890625,2.0
300418,昆仑万维,3.4140625,3.4140625,1.1650390625,2.0,1.916015625
300419,浩丰科技,3.3984375,3.3984375,1.275390625,1.4033203125,2.0
300420,五洋科技,3.41015625,3.41015625,1.0576171875,2.0,1.3984375
300421,力星股份,2.337890625,2.337890625,1.0859375,1.6669921875,2.0
300422,博世科,3.376953125,3.376953125,1.029296875,2.0,1.39453125
300423,鲁亿通,3.412109375,3.412109375,1.203125,1.9951171875,2.0
300424,航新科技,3.400390625,3.400390625,1.1728515625,1.7421875,2.0
300425,环能科技,3.40234375,3.40234375,1.123046875,1.9951171875,1.9736328125
300426,唐德影视,3.373046875,3.373046875,1.2646484375,2.0,2.078125
300427,红相电力,3.421875,3.421875,1.2744140625,1.6796875,2.0
300428,四通新材,3.419921875,3.419921875,0.92578125,1.412109375,2.0
300429,强力新材,2.4296875,2.4296875,1.3349609375,1.3203125,2.0
300430,诚益通,3.388671875,3.388671875,1.1904296875,2.0,2.216796875
300431,暴风集团,3.48046875,3.48046875,1.2138671875,2.0,1.6142578125
300432,富临精工,3.416015625,3.416015625,1.2109375,2.0,1.8095703125
300433,蓝思科技,2.58984375,2.58984375,1.0751953125,2.0,0.8984375
300434,金石东方,3.447265625,3.447265625,1.154296875,1.451171875,2.0
300435,中泰股份,3.376953125,3.376953125,1.3037109375,2.0,2.0
300436,广生堂,3.533203125,3.533203125,1.279296875,1.54296875,2.0
300437,清水源,3.44140625,3.44140625,1.078125,1.4775390625,2.0
300438,鹏辉能源,3.404296875,3.404296875,1.1767578125,2.0,2.08203125
300439,美康生物,3.533203125,3.533203125,1.2021484375,1.4404296875,2.0
300440,运达科技,3.416015625,3.416015625,1.3154296875,2.0,2.0
300441,鲍斯股份,3.416015625,3.416015625,1.0751953125,2.0,1.947265625
300442,普丽盛,3.384765625,3.384765625,1.150390625,1.861328125,1.9501953125
300443,金雷风电,3.447265625,3.447265625,1.337890625,1.5048828125,2.0
300444,双杰电气,3.40234375,3.40234375,1.1357421875,2.0,1.884765625
300445,康斯特,3.533203125,3.533203125,1.197265625,1.2998046875,2.0
300446,乐凯新材,3.533203125,3.533203125,1.3896484375,1.380859375,2.0
300447,全信股份,3.42578125,3.42578125,1.29296875,1.703125,2.0
300448,浩云科技,3.419921875,3.419921875,1.23828125,1.576171875,2.0
300449,汉邦高科,3.33203125,3.33203125,1.1015625,2.0,2.0
300450,先导智能,3.48046875,3.48046875,1.3134765625,2.0,1.3701171875
300451,创业软件,3.40625,3.40625,1.0908203125,2.0,1.912109375
300452,山河药辅,3.44921875,3.44921875,1.2822265625,1.828125,2.0
300453,三鑫医疗,3.533203125,3.533203125,1.212890625,1.408203125,2.0
300455,康拓红外,3.39453125,3.39453125,1.18359375,1.7939453125,2.0
300456,耐威科技,3.431640625,3.431640625,1.2236328125,1.482421875,2.0
300457,赢合科技,2.46875,2.46875,1.162109375,2.0,1.33984375
300458,全志科技,3.533203125,3.533203125,1.1640625,1.5654296875,2.0
300459,金科文化,3.505859375,3.505859375,1.0419921875,2.0,1.9453125
300460,惠伦晶体,2.44921875,2.44921875,1.0517578125,1.9794921875,1.791015625
300461,田中精机,3.423828125,3.423828125,1.1669921875,1.3935546875,2.0
300462,华铭智能,3.384765625,3.384765625,1.169921875,2.0,2.0
300463,迈克生物,2.48046875,2.48046875,1.3203125,1.626953125,2.0
300464,星徽精密,3.41796875,3.41796875,1.0654296875,2.0,1.740234375
300465,高伟达,3.41796875,3.41796875,0.80322265625,1.560546875,2.0
300466,赛摩电气,3.396484375,3.396484375,1.1337890625,1.982421875,2.0
300467,迅游科技,3.466796875,3.466796875,1.19140625,1.4287109375,2.0
300468,四方精创,3.439453125,3.439453125,1.185546875,1.2138671875,2.0
300469,信息发展,3.38671875,3.38671875,0.96728515625,2.0,1.9873046875
300470,日机密封,3.41796875,3.41796875,1.314453125,1.4638671875,2.0
300471,厚普股份,3.40625,3.40625,1.275390625,2.0,1.7421875
300472,新元科技,3.373046875,3.373046875,1.126953125,2.0,2.0
300473,德尔股份,3.44140625,3.44140625,1.3095703125,1.7861328125,2.0
300474,景嘉微,2.0,2.0,0.0,0.0,0.0
300475,聚隆科技,3.53125,3.53125,1.2451171875,1.6123046875,2.0
300476,胜宏科技,3.40234375,3.40234375,1.154296875,2.0,1.59375
300477,合纵科技,3.40234375,3.40234375,1.091796875,2.0,1.650390625
300478,杭州高新,3.400390625,3.400390625,0.99462890625,1.6845703125,2.0
300479,神思电子,3.412109375,3.412109375,1.205078125,1.7578125,2.0
300480,光力科技,3.466796875,3.466796875,1.109375,1.37109375,2.0
300481,濮阳惠成,3.533203125,3.533203125,1.255859375,1.267578125,2.0
300482,万孚生物,3.533203125,3.533203125,1.3134765625,1.490234375,2.0
300483,沃施股份,3.40234375,3.40234375,0.90478515625,2.0,1.9248046875
300484,蓝海华腾,2.0,2.0,0.0,0.0,0.0
300485,赛升药业,3.470703125,3.470703125,1.365234375,1.126953125,2.0
300486,东杰智能,3.373046875,3.373046875,0.9609375,2.0,1.9345703125
300487,蓝晓科技,3.4140625,3.4140625,1.21875,1.6376953125,2.0
300488,恒锋工具,3.533203125,3.533203125,1.3681640625,1.244140625,2.0
300489,中飞股份,3.419921875,3.419921875,1.22265625,2.0,1.859375
300490,华自科技,3.41015625,3.41015625,1.0673828125,2.0,2.130859375
300491,通合科技,3.42578125,3.42578125,1.189453125,1.994140625,2.0
300492,山鼎设计,3.40625,3.40625,1.1396484375,2.0,2.0
300493,润欣科技,3.37890625,3.37890625,0.61572265625,2.0,2.0
300494,盛天网络,3.47265625,3.47265625,1.2646484375,1.2919921875,2.0
300495,美尚生态,3.375,3.375,1.310546875,2.0,1.576171875
300496,中科创达,3.41015625,3.41015625,1.275390625,1.7421875,2.0
300497,富祥股份,3.419921875,3.419921875,1.29296875,2.0,1.693359375
300498,温氏股份,3.53125,3.53125,1.138671875,2.0,1.27734375
300499,高澜股份,2.0,2.0,0.0,0.0,0.0
300500,启迪设计,2.0,2.0,0.0,0.0,0.0
300501,海顺新材,2.0,2.0,0.0,0.0,0.0
300502,新易盛,2.0,2.0,0.0,0.0,0.0
300503,昊志机电,2.0,2.0,0.0,0.0,0.0
300505,川金诺,2.0,2.0,0.0,0.0,0.0
300506,名家汇,2.0,2.0,0.0,0.0,0.0
300507,苏奥传感,2.0,2.0,0.0,0.0,0.0
300508,维宏股份,2.0,2.0,0.0,0.0,0.0
300509,新美星,2.0,2.0,0.0,0.0,0.0
300510,金冠电气,2.0,2.0,0.0,0.0,0.0
300511,雪榕生物,2.0,2.0,0.0,0.0,0.0
300512,中亚股份,2.0,2.0,0.0,0.0,0.0
300513,恒泰实达,2.0,2.0,0.0,0.0,0.0
300514,友讯达,2.0,2.0,0.0,0.0,0.0
300515,三德科技,2.0,2.0,0.0,0.0,0.0
300516,久之洋,2.0,2.0,0.0,0.0,0.0
300517,海波重科,2.0,2.0,0.0,0.0,0.0
300518,盛讯达,2.0,2.0,0.0,0.0,0.0
300519,新光药业,2.0,2.0,0.0,0.0,0.0
300520,科大国创,2.0,2.0,0.0,0.0,0.0
300521,爱司凯,2.0,2.0,0.0,0.0,0.0
300522,世名科技,2.0,2.0,0.0,0.0,0.0
300523,辰安科技,2.0,2.0,0.0,0.0,0.0
300525,博思软件,2.0,2.0,0.0,0.0,0.0
300526,中潜股份,2.0,2.0,0.0,0.0,0.0
300527,华舟应急,2.0,2.0,0.0,0.0,0.0
300528,幸福蓝海,2.0,2.0,0.0,0.0,0.0
300529,健帆生物,2.0,2.0,0.0,0.0,0.0
300530,达志科技,2.0,2.0,0.0,0.0,0.0
300531,优博讯,2.0,2.0,0.0,0.0,0.0
300532,今天国际,2.0,2.0,0.0,0.0,0.0
300533,冰川网络,2.0,2.0,0.0,0.0,0.0
300534,陇神戎发,2.0,2.0,0.0,0.0,0.0
300535,达威股份,2.0,2.0,0.0,0.0,0.0
300536,农尚环境,2.0,2.0,0.0,0.0,0.0
300537,广信材料,2.0,2.0,0.0,0.0,0.0
300538,同益股份,2.0,2.0,0.0,0.0,0.0
300539,横河模具,2.0,2.0,0.0,0.0,0.0
300540,深冷股份,2.0,2.0,0.0,0.0,0.0
300541,先进数通,2.0,2.0,0.0,0.0,0.0
300542,新晨科技,2.0,2.0,0.0,0.0,0.0
300543,朗科智能,2.0,2.0,0.0,0.0,0.0
300545,联得装备,2.0,2.0,0.0,0.0,0.0
300546,雄帝科技,2.0,2.0,0.0,0.0,0.0
300547,川环科技,2.0,2.0,0.0,0.0,0.0
300548,博创科技,2.0,2.0,0.0,0.0,0.0
300549,优德精密,2.0,2.0,0.0,0.0,0.0
300550,和仁科技,2.0,2.0,0.0,0.0,0.0
300551,古鳌科技,2.0,2.0,0.0,0.0,0.0
300552,万集科技,2.0,2.0,0.0,0.0,0.0
300553,集智股份,2.0,2.0,0.0,0.0,0.0
300554,三超新材,2.0,2.0,0.0,0.0,0.0
300555,路通视信,2.0,2.0,0.0,0.0,0.0
300556,丝路视觉,2.0,2.0,0.0,0.0,0.0
300557,理工光科,2.0,2.0,0.0,0.0,0.0
300558,贝达药业,2.0,2.0,0.0,0.0,0.0
300559,佳发安泰,2.0,2.0,0.0,0.0,0.0
300560,中富通,2.0,2.0,0.0,0.0,0.0
300561,汇金科技,2.0,2.0,0.0,0.0,0.0
300562,乐心医疗,2.0,2.0,0.0,0.0,0.0
300563,神宇股份,2.0,2.0,0.0,0.0,0.0
300565,科信技术,2.0,2.0,0.0,0.0,0.0
300566,激智科技,2.0,2.0,0.0,0.0,0.0
300567,精测电子,2.0,2.0,0.0,0.0,0.0
300568,星源材质,2.0,2.0,0.0,0.0,0.0
300569,天能重工,2.0,2.0,0.0,0.0,0.0
300570,太辰光,2.0,2.0,0.0,0.0,0.0
300571,平治信息,2.0,2.0,0.0,0.0,0.0
300572,安车检测,2.0,2.0,0.0,0.0,0.0
300573,兴齐眼药,2.0,2.0,0.0,0.0,0.0
300575,中旗股份,2.0,2.0,0.0,0.0,0.0
300576,容大感光,2.0,2.0,0.0,0.0,0.0
300577,开润股份,2.0,2.0,0.0,0.0,0.0
300578,会畅通讯,2.0,2.0,0.0,0.0,0.0
300579,数字认证,2.0,2.0,0.0,0.0,0.0
300580,贝斯特,2.0,2.0,0.0,0.0,0.0
300581,晨曦航空,2.0,2.0,0.0,0.0,0.0
300582,英飞特,2.0,2.0,0.0,0.0,0.0
300583,赛托生物,2.0,2.0,0.0,0.0,0.0
300584,海辰药业,2.0,2.0,0.0,0.0,0.0
300585,奥联电子,2.0,2.0,0.0,0.0,0.0
300586,美联新材,2.0,2.0,0.0,0.0,0.0
300587,天铁股份,2.0,2.0,0.0,0.0,0.0
300588,熙菱信息,2.0,2.0,0.0,0.0,0.0
300589,江龙船艇,2.0,2.0,0.0,0.0,0.0
300590,移为通信,2.0,2.0,0.0,0.0,0.0
300591,万里马,2.0,2.0,0.0,0.0,0.0
300592,华凯创意,2.0,2.0,0.0,0.0,0.0
300593,新雷能,2.0,2.0,0.0,0.0,0.0
300595,欧普康视,2.0,2.0,0.0,0.0,0.0
300596,利安隆,2.0,2.0,0.0,0.0,0.0
300597,吉大通信,2.0,2.0,0.0,0.0,0.0
300598,诚迈科技,2.0,2.0,0.0,0.0,0.0
300599,雄塑科技,2.0,2.0,0.0,0.0,0.0
300600,瑞特股份,2.0,2.0,0.0,0.0,0.0
300601,康泰生物,2.0,2.0,0.0,0.0,0.0
300602,飞荣达,2.0,2.0,0.0,0.0,0.0
300603,立昂技术,2.0,2.0,0.0,0.0,0.0
300604,长川科技,2.0,2.0,0.0,0.0,0.0
300605,恒锋信息,2.0,2.0,0.0,0.0,0.0
300606,金太阳,2.0,2.0,0.0,0.0,0.0
300607,拓斯达,2.0,2.0,0.0,0.0,0.0
300608,思特奇,2.0,2.0,0.0,0.0,0.0
300609,汇纳科技,2.0,2.0,0.0,0.0,0.0
300610,晨化股份,2.0,2.0,0.0,0.0,0.0
300611,美力科技,2.0,2.0,0.0,0.0,0.0
300612,宣亚国际,2.0,2.0,0.0,0.0,0.0
300613,富瀚微,2.0,2.0,0.0,0.0,0.0
300615,欣天科技,2.0,2.0,0.0,0.0,0.0
300616,尚品宅配,2.0,2.0,0.0,0.0,0.0
300617,安靠智电,2.0,2.0,0.0,0.0,0.0
300618,寒锐钴业,2.0,2.0,0.0,0.0,0.0
300619,金银河,2.0,2.0,0.0,0.0,0.0
300620,光库科技,2.0,2.0,0.0,0.0,0.0
300621,维业股份,2.0,2.0,0.0,0.0,0.0
