公司代码,公司名,公司评分
000701,厦门信达,69.0625
002269,美邦服饰,69.0625
300135,宝利国际,69.0625
601958,金钼股份,69.0625
002280,联络互动,69.0625
000543,皖能电力,69.0625
002429,兆驰股份,69.0
300292,吴通控股,69.0
600100,同方股份,69.0
300172,中电环保,69.0
300195,长荣股份,69.0
300062,中能电气,69.0
002505,大康农业,68.9375
002624,完美世界,68.9375
300159,新研股份,68.9375
600200,江苏吴中,68.9375
600039,四川路桥,68.9375
601258,庞大集团,68.875
300121,阳谷华泰,68.875
002206,海 利 得,68.875
600893,航发动力,68.875
600587,新华医疗,68.875
000058,深 赛 格,68.8125
601599,鹿港文化,68.8125
002406,远东传动,68.8125
000528,柳    工,68.75
600248,延长化建,68.75
600028,中国石化,68.75
600988,赤峰黄金,68.75
000948,南天信息,68.75
300331,苏大维格,68.6875
002621,三垒股份,68.6875
300209,天泽信息,68.625
603008,喜临门,68.625
000880,潍柴重机,68.5625
300001,特锐德,68.5625
002462,嘉事堂,68.5625
002426,胜利精密,68.5625
600448,华纺股份,68.5625
002377,国创高新,68.5625
000040,东旭蓝天,68.5625
000889,茂业通信,68.5
300128,锦富技术,68.5
002515,金字火腿,68.5
000544,中原环保,68.5
002617,露笑科技,68.5
002047,宝鹰股份,68.4375
000416,民生控股,68.4375
600350,山东高速,68.375
300351,永贵电器,68.375
002557,洽洽食品,68.375
600231,凌钢股份,68.375
000799,酒鬼酒,68.375
002140,东华科技,68.375
300081,恒信东方,68.375
002056,横店东磁,68.3125
002093,国脉科技,68.3125
000839,中信国安,68.3125
002105,信隆健康,68.3125
600305,恒顺醋业,68.3125
600222,太龙药业,68.3125
002083,孚日股份,68.25
600310,桂东电力,68.25
000430,张家界,68.25
600343,航天动力,68.25
600048,保利地产,68.125
002628,成都路桥,68.125
600529,山东药玻,68.125
000030,富奥股份,68.0625
600439,瑞贝卡,68.0625
300196,长海股份,68.0625
300164,通源石油,68.0
002364,中恒电气,68.0
002613,北玻股份,68.0
002474,榕基软件,67.9375
300041,回天新材,67.9375
600980,北矿科技,67.9375
000625,长安汽车,67.9375
300325,德威新材,67.9375
002059,云南旅游,67.9375
300224,正海磁材,67.9375
002007,华兰生物,67.9375
601038,一拖股份,67.875
600856,中天能源,67.875
600895,张江高科,67.875
000908,景峰医药,67.875
002037,久联发展,67.8125
002404,嘉欣丝绸,67.8125
002694,顾地科技,67.75
603003,龙宇燃油,67.75
300069,金利华电,67.6875
300237,美晨生态,67.6875
002213,特 尔 佳,67.625
000425,徐工机械,67.625
300200,高盟新材,67.625
600639,浦东金桥,67.5625
002434,万里扬,67.5625
002127,南极电商,67.5625
600783,鲁信创投,67.5625
600410,华胜天成,67.5625
600898,国美通讯,67.5625
002030,达安基因,67.5625
300263,隆华节能,67.5625
000656,金科股份,67.5625
300269,联建光电,67.5
000713,丰乐种业,67.4375
300234,开尔新材,67.375
300266,兴源环境,67.375
000703,恒逸石化,67.375
002518,科士达,67.375
300236,上海新阳,67.3125
000153,丰原药业,67.3125
002375,亚厦股份,67.3125
000519,中兵红箭,67.3125
300334,津膜科技,67.3125
002076,雪 莱 特,67.3125
600078,澄星股份,67.3125
002369,卓翼科技,67.25
600605,汇通能源,67.25
002026,山东威达,67.25
002509,天广中茂,67.1875
000545,金浦钛业,67.1875
600251,冠农股份,67.1875
002282,博深工具,67.1875
600590,泰豪科技,67.125
002661,克明面业,67.0625
002489,浙江永强,67.0625
002348,高乐股份,67.0625
000731,四川美丰,67.0
600290,华仪电气,67.0
600673,东阳光科,66.9375
002545,东方铁塔,66.9375
000063,中兴通讯,66.9375
002676,顺威股份,66.875
002193,如意集团,66.875
002298,中电鑫龙,66.875
000782,美达股份,66.875
600558,大西洋,66.875
601678,滨化股份,66.875
000698,沈阳化工,66.75
600858,银座股份,66.75
002058,威 尔 泰,66.75
300287,飞利信,66.6875
601668,中国建筑,66.6875
000850,华茂股份,66.625
002665,首航节能,66.625
000159,国际实业,66.625
300214,日科化学,66.625
000411,英特集团,66.625
002108,沧州明珠,66.625
002652,扬子新材,66.5625
600834,申通地铁,66.5
002388,新亚制程,66.4375
600469,风神股份,66.4375
002239,奥特佳,66.4375
002623,亚玛顿,66.4375
002284,亚太股份,66.4375
002321,华英农业,66.375
601186,中国铁建,66.375
600191,华资实业,66.375
600365,通葡股份,66.375
600805,悦达投资,66.3125
002645,华宏科技,66.3125
002541,鸿路钢构,66.3125
600031,三一重工,66.25
000821,京山轻机,66.25
600872,中炬高新,66.25
000797,中国武夷,66.25
000921,海信科龙,66.25
000157,中联重科,66.1875
002296,辉煌科技,66.1875
600088,中视传媒,66.1875
002146,荣盛发展,66.1875
300157,恒泰艾普,66.1875
002471,中超控股,66.125
601113,华鼎股份,66.125
002286,保龄宝,66.125
002019,亿帆医药,66.0625
300038,梅泰诺,66.0625
600068,葛洲坝,66.0
300265,通光线缆,66.0
000049,德赛电池,65.9375
600618,氯碱化工,65.9375
002062,宏润建设,65.9375
601166,兴业银行,65.875
600801,华新水泥,65.875
600121,ST郑煤,65.875
601518,吉林高速,65.875
002075,沙钢股份,65.875
600981,汇鸿集团,65.8125
000758,中色股份,65.8125
600660,福耀玻璃,65.75
000906,浙商中拓,65.75
600351,亚宝药业,65.75
300084,海默科技,65.75
000679,大连友谊,65.6875
600055,万东医疗,65.6875
000632,三木集团,65.6875
600429,三元股份,65.6875
002157,正邦科技,65.625
000034,神州数码,65.625
002366,台海核电,65.625
300293,蓝英装备,65.625
600063,皖维高新,65.625
300115,长盈精密,65.5625
300050,世纪鼎利,65.5625
002455,百川股份,65.5625
000662,天夏智慧,65.5625
600182,S佳通,65.5
002488,金固股份,65.5
002316,键桥通讯,65.5
002571,ST德力,65.5
002644,佛慈制药,65.4375
300013,新宁物流,65.4375
000070,特发信息,65.4375
002103,广博股份,65.375
600598,北大荒,65.375
000762,西藏矿业,65.375
600170,上海建工,65.375
600746,江苏索普,65.375
601886,江河集团,65.3125
000969,安泰科技,65.3125
600137,浪莎股份,65.3125
002363,隆基机械,65.25
600038,中直股份,65.25
601188,龙江交通,65.25
002538,司尔特,65.25
600531,豫光金铅,65.1875
000050,深天马Ａ,65.1875
600184,光电股份,65.125
600337,美克家居,65.125
300184,力源信息,65.0625
000665,湖北广电,65.0625
300317,珈伟股份,65.0625
002002,鸿达兴业,65.0625
600874,创业环保,65.0625
002333,罗普斯金,65.0625
600180,瑞茂通,65.0
300173,智慧松德,65.0
002578,闽发铝业,65.0
300167,迪威视讯,64.9375
601398,工商银行,64.9375
300277,海联讯,64.9375
601169,北京银行,64.9375
002494,华斯股份,64.9375
000838,财信发展,64.875
002057,中钢天源,64.875
002467,二六三,64.875
002583,海能达,64.875
600015,华夏银行,64.8125
600995,文山电力,64.8125
300109,新开源,64.8125
002454,松芝股份,64.8125
600322,天房发展,64.8125
002602,世纪华通,64.75
000833,贵糖股份,64.75
300131,英唐智控,64.75
600210,紫江企业,64.75
002197,证通电子,64.6875
600730,中国高科,64.625
601919,中远海控,64.625
002126,银轮股份,64.625
002445,中南文化,64.5625
000301,东方市场,64.5625
300175,朗源股份,64.5625
600400,红豆股份,64.5625
002483,润邦股份,64.5
601800,中国交建,64.5
002267,陕天然气,64.5
000078,海王生物,64.5
002637,赞宇科技,64.5
000736,中交地产,64.375
601880,大连港,64.3125
002131,利欧股份,64.3125
002219,恒康医疗,64.3125
300282,汇冠股份,64.25
600148,长春一东,64.1875
300249,依米康,64.125
600617,国新能源,64.0625
600080,金花股份,64.0625
000017,深中华A,64.0625
000022,深赤湾Ａ,64.0625
002210,飞马国际,64.0
600731,湖南海利,64.0
002390,信邦制药,63.96875
002386,天原集团,63.9375
600495,晋西车轴,63.9375
601233,桐昆股份,63.9375
000671,阳 光 城,63.90625
600829,人民同泰,63.90625
002115,三维通信,63.90625
600636,ST爱富,63.90625
600463,空港股份,63.875
600241,时代万恒,63.84375
600101,明星电力,63.84375
002305,南国置业,63.8125
002264,新 华 都,63.78125
600345,长江通信,63.71875
600629,华建集团,63.6875
000788,北大医药,63.65625
600820,隧道股份,63.65625
601118,海南橡胶,63.625
002317,众生药业,63.59375
002662,京威股份,63.5625
002620,瑞和股份,63.53125
600099,林海股份,63.5
002318,久立特材,63.5
000402,金 融 街,63.5
600973,宝胜股份,63.46875
002190,成飞集成,63.46875
002667,鞍重股份,63.46875
300254,仟源医药,63.4375
601669,中国电建,63.4375
002580,圣阳股份,63.40625
002036,联创电子,63.25
002412,汉森制药,63.25
600512,腾达建设,63.21875
002357,富临运业,63.1875
600599,熊猫金控,63.1875
002087,新野纺织,63.15625
300129,泰胜风能,63.15625
600747,ST大控,63.125
000023,深天地Ａ,63.09375
000627,天茂集团,63.09375
600789,鲁抗医药,63.0625
000534,万泽股份,63.0625
002660,茂硕电源,63.0625
000937,冀中能源,63.03125
600493,凤竹纺织,63.0
300278,华昌达,63.0
002290,中科新材,63.0
300086,康芝药业,63.0
000007,全新好,62.96875
600855,航天长峰,62.96875
000683,远兴能源,62.96875
002636,金安国纪,62.90625
002355,兴民智通,62.90625
002314,南山控股,62.84375
000626,远大控股,62.84375
000652,泰达股份,62.8125
002351,漫步者,62.8125
002155,湖南黄金,62.78125
002053,云南能投,62.78125
002403,爱仕达,62.78125
000016,深康佳Ａ,62.75
002519,银河电子,62.75
600708,光明地产,62.71875
600291,西水股份,62.71875
300014,亿纬锂能,62.6875
600970,中材国际,62.6875
000619,海螺型材,62.6875
000407,胜利股份,62.59375
600138,中青旅,62.59375
002288,超华科技,62.5
601799,星宇股份,62.46875
600325,华发股份,62.46875
300161,华中数控,62.4375
002534,杭锅股份,62.4375
601628,中国人寿,62.40625
002309,中利集团,62.375
601633,长城汽车,62.34375
002367,康力电梯,62.3125
002172,澳洋科技,62.3125
300222,科大智能,62.28125
000975,银泰资源,62.25
002313,日海通讯,62.25
600686,金龙汽车,62.25
002373,千方科技,62.21875
002582,好想你,62.15625
300045,华力创通,62.15625
601390,中国中铁,62.15625
002183,怡 亚 通,62.125
600979,广安爱众,62.125
600781,辅仁药业,62.09375
002329,皇氏集团,62.0625
600006,东风汽车,62.03125
300052,中青宝,62.03125
000726,鲁  泰Ａ,62.0
002682,龙洲股份,61.96875
002501,利源精制,61.9375
000829,天音控股,61.9375
000667,美好置业,61.875
002129,中环股份,61.84375
000158,常山北明,61.78125
601369,陕鼓动力,61.78125
600713,南京医药,61.78125
600192,长城电工,61.75
600501,航天晨光,61.71875
300011,鼎汉技术,61.6875
000593,大通燃气,61.6875
000766,通化金马,61.6875
600277,亿利洁能,61.65625
600537,亿晶光电,61.59375
000739,普洛药业,61.59375
600567,山鹰纸业,61.59375
002477,雏鹰农牧,61.53125
002132,恒星科技,61.5
002671,龙泉股份,61.5
002610,爱康科技,61.46875
600609,金杯汽车,61.375
300280,南通锻压,61.34375
601618,中国中冶,61.28125
000045,深纺织Ａ,61.28125
600273,嘉化能源,61.25
600548,深高速,61.21875
002384,东山精密,61.15625
600737,中粮糖业,61.125
002045,国光电器,61.125
002340,格林美,61.09375
600008,首创股份,61.0625
002521,齐峰新材,61.03125
600685,中船防务,61.03125
600455,博通股份,61.0
002111,威海广泰,61.0
600387,海越股份,61.0
002622,融钰集团,60.96875
000780,ST平能,60.96875
002295,精艺股份,60.90625
000525,红 太 阳,60.84375
300102,乾照光电,60.84375
601866,中远海发,60.8125
300319,麦捷科技,60.8125
000599,青岛双星,60.8125
300035,中科电气,60.78125
000014,沙河股份,60.78125
002006,精功科技,60.75
600692,亚通股份,60.75
600279,重庆港九,60.65625
300006,莱美药业,60.65625
300163,先锋新材,60.65625
002486,嘉麟杰,60.625
002562,兄弟科技,60.625
002106,莱宝高科,60.59375
002618,丹邦科技,60.5625
300088,长信科技,60.5625
601028,玉龙股份,60.5
002576,通达动力,60.5
002408,齐翔腾达,60.5
300097,智云股份,60.5
000605,渤海股份,60.4375
600153,建发股份,60.40625
601789,宁波建工,60.28125
002499,科林环保,60.28125
300223,北京君正,60.21875
002337,赛象科技,60.21875
601001,大同煤业,60.1875
603167,渤海轮渡,60.15625
600467,好当家,60.125
600604,市北高新,60.125
002181,粤 传 媒,60.125
002347,泰尔股份,60.09375
000400,许继电气,60.09375
000572,海马汽车,60.09375
600367,红星发展,60.09375
000960,锡业股份,60.09375
601137,博威合金,60.0625
600119,长江投资,60.0625
600601,方正科技,59.96875
300047,天源迪科,59.96875
300220,金运激光,59.90625
600873,梅花生物,59.90625
002341,新纶科技,59.90625
600862,中航高科,59.875
600460,士兰微,59.84375
000631,顺发恒业,59.84375
002274,华昌化工,59.84375
600302,标准股份,59.84375
603288,海天味业,59.8125
002648,卫星石化,59.8125
600110,诺德股份,59.75
300009,安科生物,59.75
600220,江苏阳光,59.75
002436,兴森科技,59.71875
002569,步森股份,59.625
002077,大港股份,59.625
600382,广东明珠,59.5625
600103,青山纸业,59.5625
000768,中航飞机,59.5625
002205,国统股份,59.5
300241,瑞丰光电,59.46875
600547,山东黄金,59.46875
601088,中国神华,59.4375
002603,以岭药业,59.375
002114,罗平锌电,59.34375
002560,通达股份,59.34375
601989,中国重工,59.3125
000786,北新建材,59.28125
600129,太极集团,59.28125
002130,沃尔核材,59.25
600986,科达股份,59.25
600151,航天机电,59.21875
000977,浪潮信息,59.21875
600238,海南椰岛,59.21875
002099,海翔药业,59.1875
000729,燕京啤酒,59.1875
000685,中山公用,59.1875
002169,智光电气,59.15625
000610,西安旅游,59.15625
600303,曙光股份,59.125
002356,赫美集团,59.125
603369,今世缘,59.125
600614,鹏起科技,59.09375
601777,力帆股份,59.09375
002231,奥维通信,59.09375
000813,德展健康,59.09375
600250,南纺股份,59.09375
000761,本钢板材,59.0625
600848,上海临港,59.0625
300212,易华录,59.03125
002493,荣盛石化,59.0
600283,钱江水利,58.96875
002517,恺英网络,58.96875
002411,必康股份,58.9375
000926,福星股份,58.90625
600719,大连热电,58.90625
300243,瑞丰高材,58.875
000976,华铁股份,58.84375
000537,广宇发展,58.8125
000523,广州浪奇,58.78125
000892,欢瑞世纪,58.75
600552,凯盛科技,58.71875
300239,东宝生物,58.65625
000019,深深宝Ａ,58.625
002011,盾安环境,58.59375
002214,大立科技,58.59375
002246,北化股份,58.53125
300291,华录百纳,58.5
600698,湖南天雁,58.5
600543,莫高股份,58.46875
002018,华信国际,58.46875
002346,柘中股份,58.4375
601003,柳钢股份,58.4375
600755,厦门国贸,58.3125
002247,帝龙文化,58.28125
600758,红阳能源,58.25
000837,秦川机床,58.21875
601311,骆驼股份,58.1875
002718,友邦吊顶,58.1875
300108,吉药控股,58.1875
002324,普利特,58.15625
300082,奥克股份,58.15625
600293,三峡新材,58.125
300057,万顺股份,58.125
002089,新 海 宜,58.125
002165,红 宝 丽,58.09375
000560,昆百大Ａ,58.09375
300194,福安药业,58.0625
002394,联发股份,58.03125
002209,达 意 隆,58.0
600126,杭钢股份,57.96875
002413,雷科防务,57.9375
000672,上峰水泥,57.9375
600773,西藏城投,57.9375
300208,恒顺众昇,57.90625
002596,海南瑞泽,57.90625
600505,西昌电力,57.875
300262,巴安水务,57.875
002391,长青股份,57.84375
002732,燕塘乳业,57.84375
600579,天华院,57.8125
600348,阳泉煤业,57.8125
002683,宏大爆破,57.78125
601992,金隅股份,57.78125
002656,摩登大道,57.6875
600674,川投能源,57.65625
002097,山河智能,57.65625
002539,云图控股,57.625
600586,金晶科技,57.5625
000890,法 尔 胜,57.5625
000751,锌业股份,57.53125
002497,雅化集团,57.5
600416,湘电股份,57.5
002145,中核钛白,57.46875
002679,福建金森,57.40625
300228,富瑞特装,57.40625
002272,川润股份,57.375
601006,大秦铁路,57.34375
002601,龙蟒佰利,57.34375
600892,大晟文化,57.3125
000055,方大集团,57.3125
002612,朗姿股份,57.28125
002573,清新环境,57.28125
300140,中环装备,57.1875
002326,永太科技,57.1875
002254,泰和新材,57.1875
002407,多氟多,57.15625
300276,三丰智能,57.15625
601908,京运通,57.15625
002549,凯美特气,57.09375
300330,华虹计通,57.09375
600226,瀚叶股份,57.09375
600114,东睦股份,57.0625
000718,苏宁环球,57.0625
300320,海达股份,57.03125
002537,海联金汇,57.03125
300056,三维丝,57.03125
002086,东方海洋,57.0
600183,生益科技,56.9375
002141,贤丰控股,56.875
600569,安阳钢铁,56.84375
000878,云南铜业,56.8125
300105,龙源技术,56.8125
600575,皖江物流,56.8125
600057,象屿股份,56.78125
600292,远达环保,56.78125
002121,科陆电子,56.75
002647,民盛金科,56.75
002042,华孚时尚,56.71875
002266,浙富控股,56.6875
600133,东湖高新,56.6875
600330,天通股份,56.625
600323,瀚蓝环境,56.625
603099,长白山,56.59375
000710,贝瑞基因,56.5625
600415,小商品城,56.53125
300279,和晶科技,56.46875
000403,ST生化,56.46875
600262,北方股份,56.4375
600405,动力源,56.40625
600722,金牛化工,56.40625
600477,杭萧钢构,56.375
600022,山东钢铁,56.375
603889,新澳股份,56.375
600077,宋都股份,56.3125
600389,江山股份,56.28125
600095,哈高科,56.25
002585,双星新材,56.21875
300264,佳创视讯,56.21875
002182,云海金属,56.15625
002307,北新路桥,56.125
000913,钱江摩托,56.125
002599,盛通股份,56.0625
600316,洪都航空,56.03125
300138,晨光生物,56.03125
000676,智度股份,56.03125
600784,鲁银投资,56.0
300301,长方集团,55.96875
300120,经纬电材,55.9375
600875,东方电气,55.9375
000723,美锦能源,55.90625
600489,中金黄金,55.90625
300299,富春股份,55.90625
000554,泰山石油,55.875
002727,一心堂,55.875
300051,三五互联,55.875
600168,武汉控股,55.78125
002374,丽鹏股份,55.71875
002713,东易日盛,55.71875
002422,科伦药业,55.6875
300022,吉峰农机,55.6875
002476,宝莫股份,55.65625
002073,软控股份,55.65625
600218,全柴动力,55.625
300217,东方电热,55.625
300134,大富科技,55.625
002250,联化科技,55.625
002217,合力泰,55.59375
600535,天士力,55.5625
002638,勤上股份,55.5625
002180,纳思达,55.5
300185,通裕重工,55.46875
002691,冀凯股份,55.46875
000973,佛塑科技,55.4375
002598,山东章鼓,55.40625
300123,太阳鸟,55.375
600399,抚顺特钢,55.34375
600768,宁波富邦,55.3125
000816,智慧农业,55.28125
300386,飞天诚信,55.25
002012,凯恩股份,55.25
600502,安徽水利,55.21875
600888,新疆众和,55.21875
600822,上海物贸,55.15625
600084,中葡股份,55.125
300226,上海钢联,55.09375
002522,浙江众成,55.0625
300073,当升科技,55.03125
600458,时代新材,55.0
600059,古越龙山,54.96875
600093,易见股份,54.96875
600666,奥瑞德,54.9375
000597,东北制药,54.90625
000800,一汽轿车,54.84375
300360,炬华科技,54.8125
000589,黔轮胎Ａ,54.8125
002579,中京电子,54.78125
002524,光正集团,54.75
603998,方盛制药,54.75
600653,申华控股,54.6875
000669,金鸿控股,54.6875
300025,华星创业,54.6875
002591,恒大高新,54.65625
002078,太阳纸业,54.625
600072,中船科技,54.5
300071,华谊嘉信,54.5
002123,梦网集团,54.5
603168,莎普爱思,54.5
600997,开滦股份,54.5
000886,海南高速,54.46875
000517,荣安地产,54.46875
603306,华懋科技,54.4375
002101,广东鸿图,54.34375
002438,江苏神通,54.34375
000061,农 产 品,54.34375
002706,良信电器,54.15625
300396,迪瑞医疗,54.09375
600917,重庆燃气,54.0625
600695,绿庭投资,54.0625
300384,三联虹普,54.0625
600528,中铁工业,54.03125
002431,棕榈股份,54.03125
600461,洪城水业,54.03125
603188,亚邦股份,54.03125
002088,鲁阳节能,54.03125
002098,浔兴股份,54.03125
600176,中国巨石,54.0
000930,中粮生化,53.875
000573,粤宏远Ａ,53.84375
002595,豪迈科技,53.84375
002726,龙大肉食,53.8125
002194,武汉凡谷,53.8125
600706,曲江文旅,53.8125
600016,民生银行,53.78125
600778,友好集团,53.75
002737,葵花药业,53.71875
000951,中国重汽,53.71875
600615,丰华股份,53.71875
002655,共达电声,53.6875
600496,精工钢构,53.6875
600881,亚泰集团,53.6875
002711,欧浦智网,53.65625
300357,我武生物,53.59375
600000,浦发银行,53.5625
300048,合康新能,53.53125
002670,国盛金控,53.5
300406,九强生物,53.5
300345,红宇新材,53.5
603005,晶方科技,53.46875
600036,招商银行,53.4375
600702,沱牌舍得,53.4375
600557,康缘药业,53.40625
300180,华峰超纤,53.375
603609,禾丰牧业,53.34375
000426,兴业矿业,53.34375
000592,平潭发展,53.34375
600560,金自天正,53.3125
300395,菲利华,53.3125
300398,飞凯材料,53.3125
300389,艾比森,53.3125
300382,斯莱克,53.28125
600268,国电南自,53.28125
300399,京天利,53.28125
002619,艾格拉斯,53.25
002433,太安堂,53.21875
000663,永安林业,53.21875
600150,中国船舶,53.21875
300375,鹏翎股份,53.21875
002705,新宝股份,53.1875
601608,中信重工,53.1875
600094,大名城,53.1875
300403,地尔汉宇,53.125
603328,依顿电子,53.0625
300242,明家联合,53.0625
600379,宝光股份,53.0
300340,科恒股份,53.0
002212,南洋股份,53.0
603010,万盛股份,53.0
002128,露天煤业,52.96875
600828,茂业商业,52.9375
600395,盘江股份,52.9375
000026,飞亚达Ａ,52.90625
300412,迦南科技,52.90625
603111,康尼机电,52.90625
000955,欣龙控股,52.875
002118,紫鑫药业,52.875
002379,宏创控股,52.875
002480,新筑股份,52.8125
002625,光启技术,52.8125
300367,东方网力,52.8125
600546,山煤国际,52.8125
002125,湘潭电化,52.8125
002184,海得控制,52.78125
000600,建投能源,52.78125
002729,好利来,52.71875
002719,麦趣尔,52.6875
000001,平安银行,52.65625
000584,哈工智能,52.65625
300400,劲拓股份,52.625
000150,宜华健康,52.5625
601899,紫金矿业,52.53125
601998,中信银行,52.5
601818,光大银行,52.5
300371,汇中股份,52.5
002196,方正电机,52.5
000925,众合科技,52.46875
600299,安迪苏,52.46875
600086,东方金钰,52.46875
000795,英洛华,52.4375
000993,闽东电力,52.40625
600677,航天通信,52.375
002703,浙江世宝,52.375
300369,绿盟科技,52.375
600377,宁沪高速,52.34375
000680,山推股份,52.34375
601898,中煤能源,52.34375
000859,国风塑业,52.3125
000567,海德股份,52.3125
002055,得润电子,52.3125
002472,双环传动,52.3125
601579,会稽山,52.3125
603636,南威软件,52.25
600132,重庆啤酒,52.25
300221,银禧科技,52.25
600236,桂冠电力,52.21875
300376,易事特,52.21875
300174,元力股份,52.1875
300117,嘉寓股份,52.1875
603555,贵人鸟,52.1875
600449,宁夏建材,52.15625
603018,中设集团,52.15625
002323,雅百特,52.125
000488,晨鸣纸业,52.03125
600071,凤凰光学,51.96875
600249,两面针,51.9375
600207,安彩高科,51.9375
300365,恒华科技,51.9375
000949,新乡化纤,51.90625
600764,中电广通,51.90625
300283,温州宏丰,51.875
300350,华鹏飞,51.875
300409,道氏技术,51.84375
000020,深华发Ａ,51.84375
600831,广电网络,51.84375
300387,富邦股份,51.8125
000415,渤海金控,51.78125
002550,千红制药,51.75
601798,蓝科高新,51.75
300379,东方通,51.71875
603988,中电电机,51.71875
600428,中远海特,51.6875
601788,光大证券,51.6875
002542,中化岩土,51.625
300393,中来股份,51.625
002112,三变科技,51.625
300407,凯发电气,51.59375
300368,汇金股份,51.59375
002528,英飞拓,51.5625
000035,中国天楹,51.5625
000571,新大洲Ａ,51.53125
601616,广电电气,51.5
000032,深桑达Ａ,51.46875
002485,希努尔,51.46875
600478,科力远,51.4375
002702,海欣食品,51.40625
000732,泰禾集团,51.34375
600156,华升股份,51.34375
300359,全通教育,51.3125
002725,跃岭股份,51.3125
300377,赢时胜,51.28125
000563,陕国投Ａ,51.21875
600456,宝钛股份,51.125
002733,雄韬股份,51.125
000099,中信海直,51.09375
002243,通产丽星,51.09375
600691,阳煤化工,51.03125
002738,中矿资源,51.0
000863,三湘印象,51.0
000911,南宁糖业,50.96875
603688,石英股份,50.96875
002735,王子新材,50.9375
002731,萃华珠宝,50.9375
600112,ST天成,50.9375
002575,群兴玩具,50.84375
002724,海洋王,50.8125
002447,壹桥股份,50.78125
000612,焦作万方,50.78125
000582,北部湾港,50.75
600683,京投发展,50.625
300261,雅本化学,50.625
300343,联创互联,50.59375
600836,界龙实业,50.53125
601126,四方股份,50.53125
300083,劲胜智能,50.5
000825,太钢不锈,50.5
600082,海泰发展,50.46875
002708,光洋股份,50.4375
600187,国中水务,50.4375
002176,江特电机,50.4375
600584,长电科技,50.4375
002707,众信旅游,50.375
601216,君正集团,50.375
600020,中原高速,50.34375
300390,天华超净,50.34375
000807,云铝股份,50.3125
300227,光韵达,50.3125
002175,东方网络,50.28125
300100,双林股份,50.1875
000820,神雾节能,50.15625
000038,深大通,50.125
002716,金贵银业,50.125
002427,尤夫股份,50.125
000510,金路集团,50.09375
600867,通化东宝,50.03125
603368,柳州医药,50.0
300318,博晖创新,49.96875
603606,东方电缆,49.9375
600807,天业股份,49.90625
002629,仁智股份,49.875
600854,春兰股份,49.875
000591,太阳能,49.78125
600765,中航重机,49.78125
002342,巨力索具,49.75
002067,景兴纸业,49.71875
600740,山西焦化,49.6875
600853,龙建股份,49.6875
600654,ST中安,49.65625
601600,中国铝业,49.65625
300272,开能环保,49.65625
000657,中钨高新,49.625
603126,中材节能,49.5625
600308,华泰股份,49.5625
002245,澳洋顺昌,49.5625
300063,天龙集团,49.4375
000798,中水渔业,49.4375
600736,苏州高新,49.34375
002371,北方华创,49.1875
600282,南钢股份,49.1875
300356,光一科技,49.1875
600312,平高电气,49.1875
600189,吉林森工,49.125
603100,川仪股份,49.09375
600499,科达洁能,49.0625
002325,洪涛股份,49.0625
300346,南大光电,49.03125
002712,思美传媒,49.0
002278,神开股份,49.0
601018,宁波港,49.0
000897,津滨发展,48.90625
600697,欧亚集团,48.90625
300132,青松股份,48.875
300378,鼎捷软件,48.875
000881,中广核技,48.84375
002365,永安药业,48.84375
600375,华菱星马,48.8125
601857,中国石油,48.78125
601636,旗滨集团,48.75
002566,益盛药业,48.6875
600433,冠豪高新,48.625
300156,神雾环保,48.5625
603019,中科曙光,48.5625
002220,天宝食品,48.46875
300260,新莱应材,48.4375
002633,申科股份,48.4375
600035,楚天高速,48.40625
300158,振东制药,48.375
600166,福田汽车,48.34375
002359,北讯集团,48.3125
000687,华讯方舟,48.28125
603518,维格娜丝,48.28125
002159,三特索道,48.25
002244,滨江集团,48.21875
000818,方大化工,48.21875
002102,冠福股份,48.21875
002137,麦达数字,48.1875
002201,九鼎新材,48.15625
002461,珠江啤酒,48.125
002535,林州重机,48.125
600237,铜峰电子,48.0625
002135,东南网架,48.03125
000539,粤电力Ａ,47.9375
002709,天赐材料,47.9375
002606,大连电瓷,47.875
300380,安硕信息,47.84375
300322,硕贝德,47.84375
601208,东材科技,47.75
000822,山东海化,47.6875
600900,长江电力,47.59375
000498,山东路桥,47.5
002255,海陆重工,47.34375
600331,宏达股份,47.3125
600802,福建水泥,47.3125
002138,顺络电子,47.28125
600007,中国国贸,47.1875
002639,雪人股份,47.1875
002593,日上集团,47.15625
000899,赣能股份,47.125
000066,中国长城,47.125
002005,德豪润达,47.09375
002362,汉王科技,47.0625
600307,酒钢宏兴,47.03125
000836,鑫茂科技,47.0
600260,凯乐科技,46.96875
601333,广深铁路,46.96875
002570,贝因美,46.90625
600058,五矿发展,46.8125
603308,应流股份,46.75
600739,辽宁成大,46.6875
600403,ST大有,46.65625
300004,南风股份,46.65625
002330,得利斯,46.65625
000885,同力水泥,46.5625
002442,龙星化工,46.5
002440,闰土股份,46.40625
000933,神火股份,46.375
002466,天齐锂业,46.3125
300383,光环新网,46.28125
300176,鸿特精密,46.28125
002514,宝馨科技,46.25
002432,九安医疗,46.1875
603017,中衡设计,46.09375
002071,长城影视,46.03125
300366,创意信息,46.0
002392,北京利尔,46.0
000909,数源科技,45.96875
000628,高新发展,45.90625
600157,永泰能源,45.90625
600152,维科精华,45.90625
300391,康跃科技,45.90625
002235,安妮股份,45.875
300410,正业科技,45.78125
000883,湖北能源,45.6875
300385,雪浪环境,45.65625
600359,新农开发,45.625
