,2013,2014,2015,2016,2017
现金与约当现金(占总资产%),11.052976350300375,10.25072470419933,6.63530743185319,11.311900728424511,10.705490454047244
应收款项(占总资产%),2.1870820173632977,4.13015271686277,12.2922631589498,16.349714967234366,21.695294106136586
存货(占总资产%),38.12479732979144,18.221787004156273,0.24970031574967438,0.11030556493153885,0.16574011740895156
流动资产(占总资产%),51.85273383879737,35.12310838679989,44.33270977572607,37.432241876241946,41.940356840310734
非流动资产(占总资产%),48.14726610313787,64.8768915776222,55.667290194802874,62.56775809031214,58.05964312866407
应付款项(占总资产%),12.666604177115135,10.538020097059356,7.179474108650047,9.416044386333056,9.771269134453444
流动负债(占总资产%),31.806332327126007,24.63117820910118,15.987991711461264,17.70173416037832,17.367154540104366
非流动负债(占总资产%),0.38118685158729926,0.252925451133046,17.68963733841446,0.1941267896370772,0.07389467899226798
股东权益(占总资产%),67.81248076322196,75.11589630418786,66.32237092065321,82.10413901653868,82.55895074987816
负债占资产比率(%),32.18751917871331,24.884103660234224,33.677629049875726,17.895860950015397,17.441049219096634
长期资金占不动产及设备比率(%),237.27094132122534,318.8455185633893,4125.252684915252,3709.8430567277264,3635.0120817743914
流动比率(%),163.02644772378838,142.59613583198077,277.2875448904935,211.4608742080269,241.4923911026314
速动比率(%),42.32350670889717,66.09104969605619,265.43575126655355,205.35811035677983,230.93644045301298
应收款项周转率(次/年),57.615627635706765,24.97505285876792,8.311833319182197,4.006147718098162,3.5474276922541765
应收款项周转天数(天),6.248304664521259,14.414383805586661,43.31174427325578,89.86188846155169,101.48198378003138
存货周转率(次/年),2.6403516766090736,2.5779442006859594,6.611728185566654,231.90598919682014,372.4542009599714
存货周转天数(天),136.3454735245008,139.64615660676682,54.44869920542674,1.5523530484515762,0.9665616800516004
固定资产周转率(次/年),4.279441193979585,2.913079726224224,32.06627732250577,27.359159134868374,28.761510675565322
完整生意周期(天),142.59377814932856,154.06054036600543,97.76044346286508,91.41424150943458,102.44854545978264
应付款项周转天数(天),48.14556556728757,61.454915087568025,56.453323416486384,69.25678949813715,66.72709687870154
缺钱天数(天),94.44821258204098,92.6056252784374,41.3071200463787,22.157452011297423,35.72144858108109
总资产周转率(次/年),1.1860980150137883,0.8471329542121455,0.7143473594070744,0.5685853934134848,0.6783696455854435
ROA=资产收益率(%),5.223646414099747,4.353834257919996,4.951832443100339,6.891805853486874,7.3580552460890996
ROE=净资产收益率(%),8.230694320262744,6.018480339207524,7.043221094971153,9.34929175087777,8.936176579665759
税前纯益占实收资本比率(%),31.43279038804777,23.897492220771767,49.885159728572454,41.47862287573018,42.098273307418644
毛利率(%),18.46205287948475,21.536918202164152,22.325679563422344,24.78720096944223,23.648103855983365
营业利润率(%),6.9938437668667195,7.701809211727325,14.270377769491116,13.885016909885644,12.320873436627577
净利率(%),4.40405965232062,5.139493433709649,6.931967166471736,12.120968863294706,10.846675246277309
营业费用率(%),9.457376858547265,10.691722943562043,13.210891383491887,11.37712644244647,10.286203910789663
经营安全边际率(%),5.90386845142873,6.337012099415059,11.665888814533284,11.1269559714588,9.964466136074408
EPS=基本每股收益(元),0.20821694996963838,0.15869133416730727,0.24701927646291633,0.3537225196443652,0.3675962848959738
营收增长率(%),9.336336951043165,-8.847055094440321,15.40947149933858,-18.106199574432694,16.131250251032554
净利增长率(%),-15.85334496299744,6.374571187380141,55.66021626562957,43.19632152053313,3.9222166556759532
净资本增长率(%),7.514587426276336,80.78163060643567,6.589169961390539,9.083106493166085,8.399571040720687
现金流量比率(%),22.347524054118676,28.22348207971805,25.928705886246235,28.048191867327716,7.7108247692264635
现金流量允当比率(%),175.56825929272583,358.69206557686147,-218.3703035087285,-263.06556632105907,-224.02154370248954
现金再投资比率(%),9.296423993536301,8.370723057293079,4.505055280957407,5.283914759831633,0.7608555810180917
