,2013,2014,2015,2016,2017
现金与约当现金(占总资产%),55.27082161096828,46.72270935337523,33.202597919039306,27.86065464900001,27.098834893577433
应收款项(占总资产%),2.7010116897836913,3.3247229171108144,2.2864905644910456,2.344075956087806,3.1691311169020007
存货(占总资产%),6.564125575761863,5.622786069066909,6.246423391036588,5.0313911045950945,4.0639748881676
流动资产(占总资产%),68.55553476053488,59.11085916533278,46.59643071325353,59.45355783225337,51.02106898888164
非流动资产(占总资产%),31.444465191521626,40.889140795192766,53.40356925504387,40.546442149013615,48.978930996953956
应付款项(占总资产%),4.493472005125314,5.470657140979271,7.208519941176736,7.751413307640696,7.8195884541800975
流动负债(占总资产%),13.60380041190493,16.22591080946347,21.131749477768054,24.178633767734954,25.70879647043033
非流动负债(占总资产%),0.472797602599507,1.616301052833557,2.0520261495693735,1.0415415572292361,4.676410304778027
股东权益(占总资产%),85.92340193755209,82.15778809822852,76.81622434095998,74.7798246563028,69.61479321062723
负债占资产比率(%),14.076598014504436,17.84221186229703,23.18377562733743,25.220175324964185,30.385206775208356
长期资金占不动产及设备比率(%),370.02107847328125,276.2198565008305,192.76311010079152,248.9905966353272,197.55747612137426
流动比率(%),503.94398949673223,364.2991738069481,220.50436804756913,245.8929580443361,198.45763304966277
速动比率(%),438.17480439280007,324.3790274286278,187.30263449733286,219.693444122895,177.5277613195211
应收款项周转率(次/年),33.36042734288516,33.594892032027055,40.8798569000378,45.93030585823493,35.322327465735206
应收款项周转天数(天),10.791228563442747,10.715914697483864,8.806292998165045,7.8379621334684515,10.191853842555814
存货周转率(次/年),10.346831109237641,10.58800302188957,11.710824984445322,12.343143178333339,13.716681470388513
存货周转天数(天),34.793261277769275,34.00074573508751,30.74078891343196,29.165990701308626,26.245415123319194
固定资产周转率(次/年),4.118794398865397,4.7860210307167526,3.2607916313903846,3.8833890495414445,2.8203195197619366
完整生意周期(天),45.58448982571555,44.71666042107614,39.547081903864466,37.00395282970223,36.437268962430544
应付款项周转天数(天),31.587967190442658,28.275026843107895,33.139911143216224,40.1621740914519,45.63275639198314
缺钱天数(天),13.996522635272893,16.441633577968247,6.407170760648242,-3.1582212617496737,-9.1954874295526
总资产周转率(次/年),0.9278528418789006,1.02231939793238,1.1237562941473425,1.0668174004802402,0.9939325187785505
ROA=资产收益率(%),13.17176684178986,14.308727065029082,15.890366952412863,15.01290886292839,14.591846759196011
ROE=净资产收益率(%),15.296907658594996,17.06300512565199,20.06476447112611,19.875119702802515,20.311968524586632
税前纯益占实收资本比率(%),69.3049467758794,90.90100173949295,137.37234575109792,179.95309827385555,127.93511688774049
毛利率(%),37.05449203907883,37.363281444215,37.79982046513249,36.565008975233795,38.16712438332701
营业利润率(%),16.780958268950098,16.772191050242576,18.774415148356375,18.119142192422405,19.18170752014914
净利率(%),14.195965394395529,13.996337238545953,14.140403066215903,14.072613413369545,14.68092298133053
营业费用率(%),19.458445822181744,19.69547414129934,17.85153915730047,17.37924773227244,18.408336138974583
经营安全边际率(%),12.244004570215242,12.21009783247933,13.62441190778392,13.267777982358812,13.882975133022198
EPS=基本每股收益(元),0.5741215376899215,0.7493714930965067,1.0247457586892186,1.380693531375138,0.9795658393147084
营收增长率(%),45.982828404669675,32.38654931098279,35.350465112217194,41.75014676748032,36.015290527378
净利增长率(%),43.780303371970064,30.524887317747925,36.74364185959769,41.07059066365008,41.894752811897035
净资本增长率(%),18.057728585040394,16.13172164004537,16.419428986932232,64.74732500602127,23.11937435646128
现金流量比率(%),124.24973460739834,85.69707566861463,124.47469345252762,92.39864144865213,68.4662718816284
现金流量允当比率(%),,,82.55326278148996,96.2706023329234,95.65477823734274
现金再投资比率(%),15.402069155391576,11.02986226968882,26.531564209028424,23.221822852813784,17.138558747463406
