,2013,2014,2015,2016,2017
现金与约当现金(占总资产%),36.25411018364688,32.12681728209853,34.26449700984926,49.30604863975099,44.71033932947809
应收款项(占总资产%),16.531409705652415,15.315144965811337,14.989045183834392,13.212713289719375,17.176762806809307
存货(占总资产%),4.928676630325372,5.984354820818969,9.964437049593453,6.81935226406704,9.263229420112081
流动资产(占总资产%),70.91933750636905,69.25992306581234,71.70765916213055,78.33767874941076,77.21493274010977
非流动资产(占总资产%),29.080662459074073,30.740076898451544,28.292340804588807,21.662321226467053,22.785067226358674
应付款项(占总资产%),14.40543200629499,14.312433947585602,13.691005319524486,9.490322377395499,11.761178773657353
流动负债(占总资产%),33.73773282319599,30.073645794763266,32.94559250384256,22.170222073166375,20.58228166894659
非流动负债(占总资产%),3.455687417497834e-08,3.573610810462464e-08,3.328065074047241e-08,2.4122191160715956e-08,55.75943158160197
股东权益(占总资产%),66.26226714224714,69.92635416950064,67.0544074628768,77.82977790271143,23.658286715919893
负债占资产比率(%),33.73773282319599,30.073645794763266,32.94559250384256,22.170222073166375,76.34171325054857
长期资金占不动产及设备比率(%),480.8615090312976,499.98216082177873,532.6369311469682,855.4734082907414,565.4537041354215
流动比率(%),210.20777479442256,230.30105314192392,217.6547866951554,353.3463869042228,375.15244352531136
速动比率(%),166.23552911597432,178.63651574853284,157.6578647816772,294.6140356296778,319.0291684055109
应收款项周转率(次/年),2.3939275956568866,2.584587069007639,2.7249394352895777,2.66706439043636,2.5010492973734215
应收款项周转天数(天),150.3804876738703,139.2872399667809,132.11302777140224,134.979868000096,143.93958558388297
存货周转率(次/年),3.1804700127241903,2.8174224439472635,2.046485005817618,1.6002523341102568,1.859193491839631
存货周转天数(天),113.19081676366015,127.77636495384434,175.91137869504217,224.9645204831094,193.63234681577424
固定资产周转率(次/年),2.7967660727205415,2.994766298413152,3.1658074787445756,3.5291129978546043,3.259008666396078
完整生意周期(天),263.5713043196426,267.0636047743677,308.02440628232773,359.94438824170214,337.5719322133298
应付款项周转天数(天),304.6377214028241,336.8109784415456,305.91136365003706,311.0307990159036,257.7967878634165
缺钱天数(天),-41.066417083181534,-69.7473736671779,2.1130426322906715,48.913589225798546,79.77514434991326
总资产周转率(次/年),0.3874840652237015,0.4118146475657678,0.4127273424139242,0.37230018324903613,0.3719376070053372
ROA=资产收益率(%),2.525300727921194,3.196684892082477,3.622879223673158,3.623883072322256,-69.574504569697
ROE=净资产收益率(%),3.7929991721679297,4.6966161100559,5.293566175468093,4.943792486671186,-126.1217651595938
税前纯益占实收资本比率(%),17.129454105329334,20.66449625967179,21.385868189751044,24.741515441031673,-385.4399618069552
毛利率(%),56.9528712259759,62.72992788482756,60.10834895423969,65.00766077730137,60.80110243984479
营业利润率(%),7.200431080094134,7.394137126854846,6.917088384293228,8.876318354029136,-58.13578971058464
净利率(%),6.517173097683216,7.762436106269149,8.777899713303938,9.733766548203878,-187.0596121682621
营业费用率(%),46.83285513495101,49.71323770452173,49.84889731148216,53.6839975988274,68.8014692956472
经营安全边际率(%),4.587638966940067,4.543809011018589,4.320254645977387,5.37933712423743,-36.15385020903887
EPS=基本每股收益(元),0.12716884194082465,0.16034930455662078,0.185747191031934,0.2053070272473712,-3.9292717454203103
营收增长率(%),-0.3488259957937174,5.093073378638735,2.175479392562991,11.147408422910928,-0.41151015538054025
净利增长率(%),-29.8781990775974,25.173636568782157,15.541833759259461,23.250772039187552,-2013.8515460350234
净资本增长率(%),0.1324682934215673,2.047364428109063,2.967907495190289,60.137674149949135,-78.13242206514263
现金流量比率(%),21.82320539985918,26.541683173101315,14.45122759839507,12.094199427917308,-218.83152133311313
现金流量允当比率(%),337.46503900123054,222.81684776735986,155.15410561824424,110.43596994365852,-74.47274408537763
现金再投资比率(%),8.67205085541252,8.683258438104543,5.020685170683536,2.7446047298459453,-58.74855474626982
